,text,label
150,احتاج عزله اضطراريه اعيد فيها ترتيب نفسي,1
151,عُزله أنيقة ,1
152,عزلة هكذا تفصلنى عن الحياه,1
153,"ما اخاف لو عشت ب ايام انطوائيه 
في عزلة الناس والدنيا انا راضي 

من خبرة سنين وظروف اجتماعيه
بعض العلاقات مصنوعه على الفاضي",1
154,فعلاً لذلك مهم جداً فترة عُزلة وتنظيف عميق بعد أي موقف ترك فيك أثر مُش لطيف,1
155,"تغافل 
لا يستحق صدرك أن يكون ساحة معارك تافهة

عُزلة",1
156,راحة و عزلة,1
157,عزله برفقة الذات بالغة الهدوء,1
158,عُزلة ما بين دموع عين,1
159,احتاج عُزله الكترونية من جديد ,1
160,احس مابي شي هالفتره الا غرفتي وسريري وعزله عزله اكثر من  ساعه ,1
161,محتاجه عزله طويله اروض فيها نفسي وارتب افكاري مش مرتاحه,1
162,عندي جوامع في عزلة تقام صلاة التراويح وما يقوم اعلام العدوان به من كذب ودجل,1
163,أنا مّجرد عزله أنيقه,1
164,عزلة عن الناس ,1
165,ودي اعيش في عزلة ما ابي احد في مكان بعيد بس انا ويكون معي خيلي وبس بدون احد,1
166,هو مش توحد هو عزله والعزله حاجه كويسه مادام بإختيارك,1
167,عُزلة روحية ,1
168,عزلة صامته ,1
169,الأيام ثقيلة على قلبي مو محتاجة غير عزله لحتى كل الي جواي يتشافى تماما واتجدد من جديد,1
170,"عزلة هدوء ذهن يخلو من اي شيء 
هكذا تكون اقصى أمانينا احياناً",1
171,والروح تحتاج عُزلة ,1
172,الواحد بقى قلبه هَش من كتر الأحداث والأخبار الي بتعدي عليه في اليوم الواحد بشكل متسارع جدا ومحتاجين ناخد عُزلة بعيد عن كل دة,1
173,عُزلة روحية,1
174,و الله يا اخي احيانا يحتاج لانسان الى راحة او عزلة تامة عن العالم الخارجي ليستعيد نشاطه و نفسيته,1
175,عُزلة طويلة,1
176,بعض المشاعر تحتاج شوية عزلة ,1
177,والله الغربة و العزلة تجيب اكتئاب افكر في الانتحار,1
178,افكار انتحار تراودني دائما,1
179,نحن مفروض نعمل انتحار جماعي و نخلص من الحاجة ال اسمها حياة,1
180,بالنسبه لي حياتي هي مشروع انتحار بطيء بما اني في بيئه مش مناسبه لنفسي و جالسه افقد نفسي تدريجيًا,1
181,و شو عن الي ماعندو حدى يحكيه مثلي  انا نهايتي انتحار بعرف هالشي,1
182,ابي طريقه انتحار غير الشنق لاني جربتها بغيت اموت,1
183,لما تدور علي طرق انتحار حلال ومتلاقيش,1
184,ضغط الشغل الفتره دي مع ضغط الحياه بجد هيجيب انتحار ,1
185,اموت نفسي ازاي من غير انتحار اخواتي في الله,1
186,إلى أحدهم إفلات يدك وغياب صوتك واختفاء عيناك كانو انتحار,1
187, أدوية الاكتئاب انتحار حزن ,1
188,انتحار,1
189,و في كل مرة نتساءل بأي ذنب كل هذا الظلم يكون الجواب المزيد من اليأس و الإنتحار انتحارالبدون,1
190,انتحار بعد الفطور ه ه,1
191,عايزه طريقه انتحار بدون الم كمان,1
192,فيه طاقة انتحار رهيبة في الجو,1
193,كنتُ اغرق في بحر الاسود وضغط هواءُ في صدري وكأنهُ انتحارًُ بطيئ,1
194,إنتحار,1
195,اي طريقة انتحار تريح,1
196,ليه الانتحار حرام بس,1
197,الانتحار شجاعة وانا جبان,1
198,اذا شفت حبوب مستحيل ماتجي افكار انتحار براسي,1
199,أن لم استيقظ يوما اخبروا امي أن امنيتي تحقت وغادرت الحياة قبلها رسالة انتحار,1
200,طريقة انتحار حلال,1
201,طريقة انتحار حلال,1
202,مافيش طريقه انتحار اسلاميه ,1
203,دم موت قتل انتحار كورونا,1
204,طريقة انتحار اسلامية وهدوس معاكي,1
205,الغرق في الدموع طريقة انتحار سيئة,1
206,الرجعة للوطن انتحار والغربة موت,1
207,انتحار انا اليوم,1
208,"لا شيء يدوم حتى أنا 
 رسالة انتحار",1
209,حاليا بفكر بطريقة انتحار قاتلة,1
210,طريقة انتحار بسرعه مش قادر اتحمل الحياة,1
211,"رسالة أنتحار 
لقد قتلتم روحي مسبقا سأقتل جسدي الان وهكذا تعادلنا",1
212,محاولة انتحار حلال,1
213,الانتحَار بالحبوب إنتحار مُسالم لن تشعر بالالم سوف تغفو فقط ولن تستيقظ مره اخرى,1
214,محاوله انتحار فاشله,1
215,"تجاوزك أمر تافه جداً لم يكلف سوى
عزلة 
و عدة قصائد سوداويه أتشفى بها
و تجنب بعض الاصدقاء لي 
و محاولتي إنتحار
و علبتي سجائر يومياً",1
216,انتحار حلال,1
217,طريقه انتحار حلال اخواتي ف الله,1
218,اوعي دا انتحار ,1
219,فضفضة ثم مشاكل ثم انتحار,1
220,انتحار بسببهم ,1
221,انتحار انتحار انتحار,1
222,سويت محاوله انتحار بس ماضبطت وطسيت المستشفى زي السبك,1
223,مطلوب طريقه انتحار اسلاميه,1
224,كش طريقة انتحار ساهلة ومجربة افيدونا تعيشو,1
225,حالة انتحار من جانبي لو لم أحافظ على عزلتي,1
226,أتعلم ماذا يعني لشخص أن يكون بائس بائس الى حد ما لا يستطيع النظر في المرأة محاولات أنتحار متكررة فيضان عيناه إنطفاء,1
227,عايز احكي حاجه بجد قبل م انتحر  انا طالب في تالته ثانوي اهلي سبب رئيسي في الي انا في ده انا عارف كويس ان الانتحارحرام لكن مش قادر,1
228,رساله قبل الانتحار انا مش وحش والله بس اهلي هما السبب,1
229,لا كيوي بقا بما انه اكتئاب ,1
230,واله ياجماعة انا تعبت من الحظر فيني اكتئاب تكفون خلاص ,1
231,لم تكن مجرد نوبات إكتئاب كان إنطفاء تدريجي,1
232,من الحين شايله هم اكتئاب المغرب اول يوم بالعيد عادي جداً وقتها ابكي لاني مشتاقه لرمضان,1
233,لعبة نيوتن تسوي اكتئاب بس بجي,1
234,اعرف انه فيه موجة اكتئاب جايه لمن اصير اشيل هم اني احط مويه على جسمي وجلدي يعورني من البلل مهمة الاستحمام تصير اصعب مهام اليوم,1
235,وانا احاول اكون قوين وصابره لما جاني اكتئاب بعد مالعبت ردر٢ وطلعت لي فجاءه ستميه حبه وطاحت حشوة سني وانكسرت نظارتي,1
236,على الواحد معد يدري هو اكتئاب ولا انطفاء ولا نضج ولا انعدام الشغف ولا تخلف ولا حاله نفسيه ولا هذي شخصيته,1
237,لاحق على اكتئاب العيد,1
238,داخلة موجة اكتئاب بسب مدرسة اكره عقلي,1
239,ماهي دي فاتحة دراعتها وبرضو جايبلنا إكتئاب,1
240,هذا يوزري احفظه عندك انا امر بحالة اكتئاب ه وبتلاقاني كل يوم بصوره,1
241,لازم تقدرون انو الانسان تجيه فتره اكتئاب ومضغوط وتعبان مو كل شوي متغير ومتغير حقيقي اكتئاب فهمتو مو طايق احد ماله خلق لآي شي,1
242,يابني بقولك اكتئاب تقولي ولعانه,1
243,إكتئاب,1
244,"إنعدام الشّعور الخدر العاطفِي
اكتئاب أم نُضج فِكري",1
245,رمضان العام حاشني اكتئاب,1
246,بهالمجتمع حتى اكتئاب ماتقدر تكتئب على راحتك,1
247,اتفق انا الان في حالة اكتئاب ابحث عن زوج,1
248,يارا نكد نفسنه عياط إحباط إكتئاب قتال مشاله إلك أكتر من إسم ,1
249,اغنية لسه بدري دي حزينة اوي اينعم الدنيا حر واحنا تعبانين والناس مبترحمش صيام من غيره بس الاغنية دي بتقفلني,1
250,يجيني اكتئاب لما تكلم معاي اكرها حياه تعيسه لها,1
251,مفيش بعد كده اكتئاب مهما تحاول تو نورمالايز لكن تاني سنة و تالت عيد عالتوالي متشوفش اهلك و قرايبك كده تو ماتش جدا,1
252,"صارت الجنة العليا اكتئاب علينا
ومرض وهم وقم 

الجنهالعليا",1
253,اعتقد كدة واله اعلم الي انا فيه دة اكتئاب,1
254,يمكن عندك مشكله نفسيه او تعانين من اكتئاب وتحتاجين علاج نفسي ولاهو عيب علاجك واله يسهل امورك,1
255,بسألكم وانتو يجيكم اكتئاب غير طبيعي لما يقرب عيد ميلادكم ولا اروح اتعالج,1
256,كفاية اكتئاب قومي يلا,1
257,مو طبيعي النوم الي فيني اله يستر شكلها موجة اكتئاب جايه,1
258,ابوي مسوي لي مفاجاة بمناسبة انه خلصت اختبارات قر يسوي عزيمة رمضان بكرا و أتساءل ليش عندي اكتئاب,1
259,لما تحسي ان حياتك وقفت بسب هذي المشكله توتر او اكتئاب او وساوس وغيرها مثال القلق من الاختبار لدرجة لا توصف,1
260,واه يابنات بعد ماحلت عنده جاني شهر اكتئاب من السلبيات والنكد الي قاله لي طلع كذاب يعني الحمدله,1
261,يعني واضح فيني اكتئاب ,1
262,اتوقع بيجيني اكتئاب حاد او شيء,1
263,بديت أدخل أكتئاب والسبب رمضان,1
264,اكتئاب مؤقت,1
265,اكتئاب النضوج يجي اذا ختمتي الحياة,1
266,التحرش مقرف جدا تخيلي تكونين مكانها وتردين بيتكم وتكونين بكميه رعب ما تنوصف ,1
267,ماصرنا ندري هذا اكتئاب او نضوج,1
268,سلمى بكّار تمر بحالة اكتئاب بعد رفض منحها الدعم لفيلمها الجديد,1
269,توقيت صيفي جو شتوي احساس ربيعي اكتئاب خريفي اسعار اوروبية عيشة افريقية,1
270,دي شكلها موجة اكتئاب وداخله عليك يسطا,1
271,اشكرك دكتور على تجاوبك واعذرني على استفساري مين يحد او كيف اعرف هل هي حالة اكتئاب او شي اخر ولمن اذهب,1
272,"كان قاعد وسط شلة غربان جابوله اكتئاب 
الحمد له احنا كمان خلصنا منهم ",1
273,اكتشفت مؤخرا أنه مهما تغير الشخص الي كان معيشني أسوأ ايام حياتي وسبب لي اكتئاب وحول أغلب أيام حياتي إلى جحيم ومهم,1
274,انا غبيه الي كنت مخليه التصوير ع لارا لان كمية الظلام الي بالصور يجيب اكتئاب,1
275,عندها اكتئاب مابعد الولادة لازم تأخذ دواء ولازم هي يكون عندها إرادة ورغبة في تغير وضعها لاتستسلم,1
276,اول ما احس بشعور سوداوي او اكتئاب على طول لحبوب المنومه على الأقل اقدر اتنجب السيلف هارم والأفكار السيئة والخطوة,1
277,ماعليك منها احتمال البنت يصيبها اكتئاب مع احترامي,1
278,يسطا كفاية اكتئاب وفكر في مستقبلك شوية,1
279,لا مقرفه مو ناقصه اكتئاب بعد,1
280,دي دخول في مرحلة اكتئاب بقى ولا ايه,1
281,الله يسعدك اشتغل عند وحدة وامي راضية تجد هويتي سارة الجوزاء جاني اكتئاب وطلعت لي اكزيميا ,1
282,الدم الي ف عيني مسبلي إكتئاب نفسي,1
283,انتي يمكن عندك اكتئاب حزن شديد وتمني الموت سهل علاجة خلال اسبوعين تنتهي الاعرض اناعاني من ثنائي القط,1
284,اي صح نسيت اذكر اني كرهت واحد من عيالي فيني وانا متعمد احس عشان يسير رجال صح جاه اكتئاب بس عادي اهم شي يطلع رجال,1
285,في اشي اسمه اكتئاب ما قبل المغرب لازم يعملوا ابحاث عنه,1
286,"ثقل الاكتئاب يسحقني
لا أعلم إلي متي الصمود
اكتئاب",1
287,رعد جابلي اكتئاب حاد,1
288,والله العظيم الرياضة دي مادة تقصر العمر و تجيب إكتئاب,1
289,"شنو تفسرون الشخص الي ينام وايد — اكتئاب
كسول
خامل
تهرب من واقع",1
290,موجَة أكتئاب مُفاجئة,1
291,حلو والله لأنو غالبًا لو الشخص عنده خطة وحدة بس وبذل كل جهده عليها وما صارت يدخل في اكتئاب,1
292,لو بنت نزلت الشارع بتخاف ل حد يتحرش بيها زي اي واحده ايا كان لبسها ولا شكلها في ناس بعبايات بيتحرشو بيها ,1
293,"هموت بجد  
كنت بمر بحاله اكتئاب يستي الاه",1
294,حسيت الصور فيها اكتئاب شويه ,1
295,بيني اكتئاب حاد ف ما باكل شي,1
296,طلعت بيت خالتي ودخلت موجة اكتئاب,1
297,"مين اكتئاب الأعياد
ارقب على طول ارقب",1
298,وليش تأنيب ضمير لم نكن سبب في معاناة أحد نحن الضحية مرض  وصمة  إبعاد عن الوظيفة شتات إجتماعي إكتئاب ديون,1
299,"يوم الاثنين ١٤١٦٣٠ 
اتذكر مريت بفترة ماتخيلت من قوة الضيقة اني بطلع منها لدرجة اكتئاب ماكان طبيعي ",1
300,من دش رمضان واني ثاني مره ادخل حاله اكتئاب  تعبت,1
301,احمد ربك ان امك مات ب قهرولم تنتحر بسب تشدد قرية العباد لاجل صابها اكتئاب عشان ما علمت بنات القريه لغة الكفار مالهم حق,1
302,مدري واله نفس حالتك صح حلو ه وكل شي بس اكتئاب ومافي راحه,1
303,بعد التخرج شغلي بقى دوام كامل بدل بارت تايم وكان عندي اكتئاب عامل لي شلل في حياتي تخليت عن أحلامي اني أكمل دراسة و,1
304,اكتئاب زون ,1
305,موجة اكتئاب قوية قادمة بسب جدول الجامعة,1
306,ده مش غموض ده اكتئاب ,1
307,"الفطور اليوم
٥ حبات سمبوسه ٣ اكواب اكتئاب",1
308,صداع إكتئاب وحدة قلق توتر تعب نفسي وجسدي وجميعهم انا ,1
309,كيفك الحمدالله عندى اكتئاب مزمن وزهق وملل لا متناهي,1
310,فيه دور اكتئاب داخل عليا وانا لسه مخلصتش الي معايا,1
311,الناس مرضت نفسيا وجاها اكتئاب في ظفار بسب المدة المطولة لحظر من غير المعقول أن يستمر بهذا الشكل الرجاء رفع الحظر,1
312,واله منا عارف هو إكتفاء ذاتي ولا اكتئاب حاد ولا استراحة محارب,1
313,ياقلبي بنتش عندها اكتئاب مابعد الولاده لازم تراجع دكتور مختص فتره وبتعدي,1
314,الصوره لوحدها كفيله تجبلي اكتئاب وقرف والله ,1
315,في اكتئاب بسببك ,1
316,حاسة ب دور اكتئاب داخل عليا ,1
317,هذا الحلم بيعمل اكتئاب كل يوم الصبح عم احلم يمرق النهار عا خير,1
318,فالافكار والمشاعر والسلوك الغير عقلاني يؤثر كلًا منهما على الاخر بشكل حلقة حيث يتفاعلوا معًا لينتجوا نوبات اكتئاب ,1
319,ميت اكتئاب,1
320,والله تجيب اكتئاب اسف ,1
321,"انجازكفيكورونا 
جاني اكتئاب حاد  وزاد وزني",1
322,اغث استاذه شفتها صوتها اكتئاب استغفر اله المشكله يقولون متوظفه هالسنه واسلوبها وشرحها  ماترد علينا الا بطلعه الروح,1
323,هو انا اه عندي اكتئاب بس مش بحب النكد يعني لو كلمتني هنضحك ونهزر والحياه,1
324,اكتئاب سن العشرين اع,1
325,حصل واله والماده دي من الترم الاول بتجبلي اكتئاب,1
326,حياتي اكتئاب كلها ماتفهم انت,1
327,عزيزتي ابنتك عدها اكتئاب ما بعد الولادة وهذا طبيعي جدا فترة ويعدي,1
328,مره اكتئاب,1
329,موجة اكتئاب مفاجئه,1
330,احساس العيد لوحدك ده من غير اهلك حتى بجد يجيب اكتئاب,1
331, صادني اكتئاب,1
332,حياتي اليومية هي عبارة عن ضحك زائد ضحك زائد ضحك وفجأة يجي إكتئاب من حيث لا أدري,1
333,"بعض الاخوان والأخوات
مشكلتهم مشكله
هل تعاني من اكتئاب عليك بمتابعته هذا الحساب لا لا مو جذي قولو آد لفلان وخلاص ليش",1
334,ريحه اكتئاب,1
335,طول ما أنا ف جروب شقة العريس هيجيلي اكتئاب والمشكلة إن أغلب الي عليه سناجل أصلاً بس كلنا داخلين نتفرج ,1
336,أُحاول أن أتجاهل ما بداخلي لكنهُ يؤلم اكتئاب,1
337,"حدا قال اني مضاد اكتئاب مثلا
صح انا حدا كتير بحب يكون ايجابي بس مالي مصلحة اجتماعية انا بصلح حياتي و واقعي لقريب بس مو لكون",1
338,الفراغ العاطفي دي حاجة خطيرة لما الانسان يجيه دا الاحساس يتحول الى وحش مكروه مليان اكتئاب وحزن ,1
339,جواتنا شغلات كثيرة لا قادرين نساها ولا قادرين نحكيها لحدا بس هي بتحكي عن حالها على هيئة زهق عصبية إكتئاب وحزن من غير سبب,1
340,فقال لي عندك اكتئاب وصرف لي ادوية وقيمة الادوية تقريباً  ويعلم اله ان الجلسه معه لم تعدا العشر دقائق,1
341,لأسف العيادات النفسية ومن تجربة الدكتور لايقدر المريض اذكر في احدا المرات ذهب لمستشفى الحبيب بريدة,1
342,"اله يسامحك كان عندي اكتئاب صار جلطه
اله جميل ويحب الجمال ",1
